emp_no,first_name,last_name,title,from_date,to_date,dept_name
77893,Kien,Wegerle,Senior Engineer,1991-05-17,1999-01-01,Development
77898,Yuchang,Christianini,Engineer,1987-10-29,1995-10-29,Development
77898,Yuchang,Christianini,Senior Engineer,1995-10-29,1999-01-01,Development
77908,Frederique,Shimshoni,Engineer,1989-03-08,1995-03-08,Production
77908,Frederique,Shimshoni,Senior Engineer,1995-03-08,1999-01-01,Production
77915,Shimshon,Schnelling,Senior Staff,1993-08-28,1999-01-01,Sales
77915,Shimshon,Schnelling,Staff,1988-08-28,1993-08-28,Sales
77923,Kasidit,Schrooten,Senior Staff,1985-10-16,1999-01-01,Marketing
77926,Herbert,Thibadeau,Engineer,1992-10-04,1999-10-05,Quality Management
77926,Herbert,Thibadeau,Senior Engineer,1999-10-05,1999-01-01,Quality Management
77936,Horward,Azevdeo,Engineer,1986-12-19,1993-12-19,Development
77936,Horward,Azevdeo,Senior Engineer,1993-12-19,1999-01-01,Development
77948,Demin,Merks,Senior Staff,1992-08-29,1999-01-01,Research
77948,Demin,Merks,Staff,1986-08-30,1992-08-29,Research
77948,Demin,Merks,Senior Staff,1992-08-29,1999-01-01,Production
77948,Demin,Merks,Staff,1986-08-30,1992-08-29,Production
77949,Koichi,Dusink,Engineer,1996-12-21,1999-01-01,Production
77956,Mona,Binding,Senior Staff,1998-05-21,1999-01-01,Research
77956,Mona,Binding,Staff,1989-05-21,1998-05-21,Research
77974,Fei,Shihab,Engineer,1988-10-09,1993-10-09,Development
77974,Fei,Shihab,Senior Engineer,1993-10-09,1999-01-01,Development
77975,Chikako,Christ,Senior Staff,1995-10-19,1999-01-01,Finance
77975,Chikako,Christ,Staff,1987-10-19,1995-10-19,Finance
77980,Yongmin,Sidje,Senior Staff,1993-10-16,1999-01-01,Sales
77980,Yongmin,Sidje,Staff,1988-10-16,1993-10-16,Sales
77988,Tze,Gyimothy,Assistant Engineer,1985-11-25,1990-11-25,Development
77988,Tze,Gyimothy,Engineer,1990-11-25,1995-11-25,Development
77988,Tze,Gyimothy,Senior Engineer,1995-11-25,1999-01-01,Development
78006,Palash,Rosca,Technique Leader,1999-11-11,1999-01-01,Quality Management
78014,Gay,Ressouche,Engineer,1986-03-07,1992-03-06,Production
78014,Gay,Ressouche,Senior Engineer,1992-03-06,1999-01-01,Production
78038,Dmitry,Sooriamurthi,Senior Staff,1996-04-11,1999-01-01,Finance
78038,Dmitry,Sooriamurthi,Staff,1987-04-12,1996-04-11,Finance
78039,Genki,Heemskerk,Senior Staff,1985-03-13,1999-01-01,Marketing
78043,Constantijn,Ozeri,Engineer,1986-10-20,1991-10-20,Production
78043,Constantijn,Ozeri,Senior Engineer,1991-10-20,1999-01-01,Production
78048,Jaewoo,Jumpertz,Senior Staff,1993-05-28,1999-01-01,Sales
78048,Jaewoo,Jumpertz,Staff,1988-05-28,1993-05-28,Sales
78082,Dung,Fontan,Senior Engineer,1986-01-21,1999-01-01,Development
78085,Bingning,Gargeya,Engineer,1990-11-11,1998-11-11,Production
78085,Bingning,Gargeya,Senior Engineer,1998-11-11,1999-01-01,Production
78102,Kristinn,Welham,Senior Staff,1997-12-15,1999-01-01,Human Resources
78102,Kristinn,Welham,Staff,1989-12-15,1997-12-15,Human Resources
78111,Teunis,Ushiama,Senior Staff,1995-07-31,1999-01-01,Sales
78111,Teunis,Ushiama,Staff,1989-07-31,1995-07-31,Sales
78116,Tokuyasu,Beerel,Senior Staff,1992-03-22,1999-01-01,Sales
78116,Tokuyasu,Beerel,Staff,1985-03-22,1992-03-22,Sales
78152,Zhongwei,Spelt,Senior Staff,2001-10-05,1999-01-01,Customer Service
78152,Zhongwei,Spelt,Staff,1993-10-05,2001-10-05,Customer Service
78153,Kwan,Akiyama,Engineer,1992-09-20,2000-09-20,Development
78153,Kwan,Akiyama,Senior Engineer,2000-09-20,1999-01-01,Development
78155,Hironoby,Alvarado,Engineer,1986-10-03,1991-10-03,Production
78155,Hironoby,Alvarado,Senior Engineer,1991-10-03,1999-01-01,Production
78168,Yinlin,Kushnir,Engineer,1989-09-14,1998-09-14,Development
78168,Yinlin,Kushnir,Senior Engineer,1998-09-14,1999-01-01,Development
78181,Ramya,Papastamatiou,Engineer,1994-08-03,1999-01-01,Production
78185,Mamdouh,Klassen,Engineer,1986-12-08,1991-12-08,Development
78185,Mamdouh,Klassen,Senior Engineer,1991-12-08,1999-01-01,Development
78195,Suvo,Hofting,Engineer,1994-08-15,2001-08-15,Development
78195,Suvo,Hofting,Senior Engineer,2001-08-15,1999-01-01,Development
78212,Zito,Ligten,Senior Engineer,1985-05-24,1999-01-01,Research
78212,Zito,Ligten,Senior Engineer,1985-05-24,1999-01-01,Development
78225,Mircea,Ishibashi,Engineer,1996-06-02,1999-01-01,Development
78226,Yannis,Potthoff,Engineer,1985-08-01,1994-08-01,Production
78226,Yannis,Potthoff,Senior Engineer,1994-08-01,1999-01-01,Production
78229,Tonia,Kalafatis,Engineer,1987-03-16,1994-03-16,Production
78229,Tonia,Kalafatis,Senior Engineer,1994-03-16,1999-01-01,Production
78245,Kankanahalli,Bashian,Engineer,1985-08-28,1990-08-28,Production
78245,Kankanahalli,Bashian,Senior Engineer,1990-08-28,1999-01-01,Production
78251,Subbu,Conti,Staff,1999-04-16,1999-01-01,Customer Service
78251,Subbu,Conti,Staff,1999-04-16,1999-01-01,Sales
78252,Shahaf,Rosti,Senior Staff,1996-05-05,1999-01-01,Finance
78252,Shahaf,Rosti,Staff,1989-05-05,1996-05-05,Finance
78253,Jacopo,Erie,Engineer,1990-11-10,1996-11-09,Production
78253,Jacopo,Erie,Senior Engineer,1996-11-09,1999-01-01,Production
78271,Gennady,Dayang,Engineer,1986-11-30,1994-11-30,Production
78271,Gennady,Dayang,Senior Engineer,1994-11-30,1999-01-01,Production
78273,Mona,Verhoeff,Senior Staff,1993-08-07,1999-01-01,Sales
78273,Mona,Verhoeff,Staff,1988-08-07,1993-08-07,Sales
78310,Aria,Chaudhury,Engineer,1987-09-26,1996-09-25,Development
78310,Aria,Chaudhury,Senior Engineer,1996-09-25,1999-01-01,Development
78313,Branimir,Stassinopoulos,Senior Staff,1990-04-11,1999-01-01,Human Resources
78313,Branimir,Stassinopoulos,Staff,1985-04-11,1990-04-11,Human Resources
78321,Van,Monkewich,Engineer,1985-11-20,1992-11-20,Production
78321,Van,Monkewich,Senior Engineer,1992-11-20,1999-01-01,Production
78327,Tetsushi,Stranks,Senior Staff,1996-04-28,1999-01-01,Sales
78328,Berto,Gruenwald,Engineer,1991-06-05,1996-06-04,Production
78328,Berto,Gruenwald,Senior Engineer,1996-06-04,1999-01-01,Production
78331,Guozhong,Erol,Senior Staff,2001-04-05,1999-01-01,Research
78331,Guozhong,Erol,Staff,1993-04-05,2001-04-05,Research
78331,Guozhong,Erol,Senior Staff,2001-04-05,1999-01-01,Development
78331,Guozhong,Erol,Staff,1993-04-05,2001-04-05,Development
78332,Sachio,Beausoleil,Senior Engineer,1990-12-13,1999-01-01,Production
78348,Guoxiang,Serov,Engineer,1992-10-30,1997-10-30,Research
78348,Guoxiang,Serov,Senior Engineer,1997-10-30,1999-01-01,Research
78348,Guoxiang,Serov,Engineer,1992-10-30,1997-10-30,Development
78348,Guoxiang,Serov,Senior Engineer,1997-10-30,1999-01-01,Development
78350,Eric,Kobara,Senior Staff,1991-03-25,1999-01-01,Marketing
78350,Eric,Kobara,Staff,1985-03-25,1991-03-25,Marketing
78373,Aimee,Schlumberger,Engineer,1986-08-16,1994-08-16,Production
78373,Aimee,Schlumberger,Senior Engineer,1994-08-16,1999-01-01,Production
78385,Syozo,Hasenauer,Engineer,1986-07-02,1994-07-02,Production
78385,Syozo,Hasenauer,Senior Engineer,1994-07-02,1999-01-01,Production
78387,Chaosheng,Lunt,Senior Staff,1996-04-28,1999-01-01,Customer Service
78387,Chaosheng,Lunt,Staff,1990-04-29,1996-04-28,Customer Service
78397,Sham,Kulisch,Engineer,1991-01-06,2000-01-06,Quality Management
78397,Sham,Kulisch,Senior Engineer,2000-01-06,1999-01-01,Quality Management
78402,Seongbin,Heering,Engineer,1992-10-21,1997-10-21,Production
78402,Seongbin,Heering,Senior Engineer,1997-10-21,1999-01-01,Production
78403,Heping,Muntz,Engineer,1985-12-24,1992-12-24,Production
78403,Heping,Muntz,Senior Engineer,1992-12-24,1999-01-01,Production
78410,Sreenivas,Albarhamtoshy,Engineer,1988-02-21,1993-02-20,Development
78410,Sreenivas,Albarhamtoshy,Senior Engineer,1993-02-20,1999-01-01,Development
78419,Unal,Azadmanesh,Engineer,1988-12-14,1995-12-15,Production
78419,Unal,Azadmanesh,Senior Engineer,1995-12-15,1999-01-01,Production
78427,Zeljko,Merks,Engineer,1985-11-18,1993-11-18,Customer Service
78427,Zeljko,Merks,Senior Engineer,1993-11-18,1999-01-01,Customer Service
78427,Zeljko,Merks,Engineer,1985-11-18,1993-11-18,Production
78427,Zeljko,Merks,Senior Engineer,1993-11-18,1999-01-01,Production
78429,Chinhyun,Andreotta,Technique Leader,1988-03-31,1999-01-01,Production
78436,Arne,Schaap,Engineer,1993-10-21,1998-10-21,Development
78436,Arne,Schaap,Senior Engineer,1998-10-21,1999-01-01,Development
78438,Susanne,Vuskovic,Senior Staff,1996-08-22,1999-01-01,Marketing
78438,Susanne,Vuskovic,Staff,1987-08-23,1996-08-22,Marketing
78441,Abdulla,Beetstra,Engineer,1985-11-03,1990-11-03,Development
78441,Abdulla,Beetstra,Senior Engineer,1990-11-03,1999-01-01,Development
78444,Rafols,Peot,Senior Engineer,1986-09-03,1999-01-01,Production
78445,Lein,Baar,Senior Staff,1987-07-05,1999-01-01,Human Resources
78447,Chiranjit,Bahk,Staff,1997-02-07,1999-01-01,Sales
78452,Hironoby,Walstra,Senior Engineer,1993-06-28,1999-01-01,Production
78454,Masaki,Marciano,Senior Staff,1985-07-03,1999-01-01,Finance
78460,Guttorm,Swiss,Engineer,1987-11-29,1994-11-29,Production
78460,Guttorm,Swiss,Senior Engineer,1994-11-29,1999-01-01,Production
78463,Zita,Kaelbling,Engineer,1987-03-01,1996-02-29,Production
78463,Zita,Kaelbling,Senior Engineer,1996-02-29,1999-01-01,Production
78474,Youssef,Belinskaya,Engineer,1985-12-12,1994-12-12,Development
78474,Youssef,Belinskaya,Senior Engineer,1994-12-12,1999-01-01,Development
78475,Lakshmi,Renear,Technique Leader,1987-01-07,1999-01-01,Production
78488,Toshimori,Morton,Senior Engineer,1988-09-07,1999-01-01,Development
78493,Kaijung,Basagni,Technique Leader,1987-11-25,1999-01-01,Development
78508,Val,Pluym,Senior Staff,1994-08-17,1999-01-01,Sales
78508,Val,Pluym,Staff,1986-08-17,1994-08-17,Sales
78511,Pramod,Mitina,Senior Engineer,1999-12-25,1999-01-01,Development
78515,Otilia,Sury,Senior Staff,1995-07-04,1999-01-01,Research
78515,Otilia,Sury,Staff,1987-07-04,1995-07-04,Research
78524,Zhiwei,Bahk,Senior Staff,1996-08-11,1999-01-01,Sales
78524,Zhiwei,Bahk,Staff,1988-08-11,1996-08-11,Sales
78542,Atilio,Matzat,Engineer,1986-12-09,1991-12-09,Development
78542,Atilio,Matzat,Senior Engineer,1991-12-09,1999-01-01,Development
78551,Lobel,Cooman,Technique Leader,1989-09-17,1999-01-01,Development
78561,Perry,Birke,Engineer,1987-05-27,1994-05-27,Development
78561,Perry,Birke,Senior Engineer,1994-05-27,1999-01-01,Development
78571,Sandeepan,Munch,Senior Engineer,1985-06-07,1999-01-01,Production
78573,Berry,Rosiles,Senior Staff,1996-11-13,1999-01-01,Sales
78573,Berry,Rosiles,Staff,1987-11-14,1996-11-13,Sales
78583,Rafols,Oskamp,Engineer,1990-03-07,1997-03-07,Production
78583,Rafols,Oskamp,Senior Engineer,1997-03-07,1999-01-01,Production
78589,Kazuhisa,Schaft,Senior Staff,1989-06-16,1999-01-01,Human Resources
78598,Xiaopeng,Garnier,Senior Staff,1992-11-08,1999-01-01,Human Resources
78598,Xiaopeng,Garnier,Staff,1987-11-09,1992-11-08,Human Resources
78618,Teiji,Peres,Assistant Engineer,1988-03-19,1996-03-19,Production
78618,Teiji,Peres,Engineer,1996-03-19,1999-01-01,Production
78622,Rosita,Chepyzhov,Senior Staff,1996-04-04,1999-01-01,Research
78622,Rosita,Chepyzhov,Staff,1989-04-05,1996-04-04,Research
78629,Geoff,Muniz,Senior Staff,1991-05-29,1999-01-01,Customer Service
78629,Geoff,Muniz,Staff,1986-05-29,1991-05-29,Customer Service
78649,Gino,Lorys,Senior Staff,1993-06-01,1999-01-01,Sales
78649,Gino,Lorys,Staff,1987-06-02,1993-06-01,Sales
78692,Turgut,Nollmann,Senior Engineer,1988-04-02,1999-01-01,Development
78693,Xinan,Luce,Staff,1998-02-22,1999-01-01,Research
78697,Troy,Stavenow,Staff,1998-03-01,1999-01-01,Sales
78710,Theirry,Benantar,Engineer,1985-04-03,1990-04-03,Development
78710,Theirry,Benantar,Senior Engineer,1990-04-03,1999-01-01,Development
78715,Heeju,Ozeri,Engineer,1988-03-11,1996-03-11,Development
78715,Heeju,Ozeri,Senior Engineer,1996-03-11,1999-01-01,Development
78738,Masadi,Jervis,Senior Staff,2000-08-15,1999-01-01,Research
78738,Masadi,Jervis,Staff,1992-08-15,2000-08-15,Research
78738,Masadi,Jervis,Senior Staff,2000-08-15,1999-01-01,Production
78738,Masadi,Jervis,Staff,1992-08-15,2000-08-15,Production
78745,Subbu,Peris,Staff,1997-03-17,1999-01-01,Sales
78755,Emran,Christianini,Staff,1995-11-25,1999-01-01,Customer Service
78777,Goetz,Henders,Engineer,1988-04-27,1995-04-28,Development
78777,Goetz,Henders,Senior Engineer,1995-04-28,1999-01-01,Development
78779,Xuejun,Warwick,Assistant Engineer,1985-11-16,1992-11-16,Quality Management
78779,Xuejun,Warwick,Engineer,1992-11-16,1999-11-17,Quality Management
78779,Xuejun,Warwick,Senior Engineer,1999-11-17,1999-01-01,Quality Management
78784,Udo,Speek,Engineer,1989-05-28,1995-05-28,Production
78784,Udo,Speek,Senior Engineer,1995-05-28,1999-01-01,Production
78794,Fun,Rajaraman,Senior Staff,1993-11-05,1999-01-01,Research
78794,Fun,Rajaraman,Staff,1986-11-05,1993-11-05,Research
78794,Fun,Rajaraman,Senior Staff,1993-11-05,1999-01-01,Development
78794,Fun,Rajaraman,Staff,1986-11-05,1993-11-05,Development
78802,Vojin,Garigliano,Senior Staff,1988-07-25,1999-01-01,Research
78802,Vojin,Garigliano,Senior Staff,1988-07-25,1999-01-01,Development
78814,Kasidit,Pollock,Engineer,1987-04-14,1993-04-13,Development
78814,Kasidit,Pollock,Senior Engineer,1993-04-13,1999-01-01,Development
78819,Vojin,Compeau,Senior Staff,1993-03-12,1999-01-01,Sales
78819,Vojin,Compeau,Staff,1985-03-12,1993-03-12,Sales
78836,Tiina,Janocha,Senior Staff,1987-12-08,1999-01-01,Customer Service
78841,Aloys,Flasterstein,Senior Staff,1991-02-13,1999-01-01,Sales
78841,Aloys,Flasterstein,Staff,1986-02-13,1991-02-13,Sales
78852,Kazunori,Vuskovic,Senior Staff,1999-12-10,1999-01-01,Sales
78852,Kazunori,Vuskovic,Staff,1993-12-10,1999-12-10,Sales
78863,Arie,Chinen,Staff,1998-07-15,1999-01-01,Sales
78866,Olivera,Rusmann,Senior Staff,1994-10-21,1999-01-01,Marketing
78866,Olivera,Rusmann,Staff,1986-10-21,1994-10-21,Marketing
78888,Shimshon,Lung,Senior Staff,1992-01-30,1999-01-01,Sales
78888,Shimshon,Lung,Staff,1986-01-30,1992-01-30,Sales
78907,Georgi,Detkin,Engineer,1996-08-05,2001-08-05,Development
78907,Georgi,Detkin,Senior Engineer,2001-08-05,1999-01-01,Development
78908,Arne,Molenaar,Staff,1997-10-03,1999-01-01,Research
78932,Yannis,Marquardt,Senior Staff,1996-10-25,1999-01-01,Sales
78938,Kerhong,Krybus,Senior Staff,1999-06-01,1999-01-01,Sales
78938,Kerhong,Krybus,Staff,1993-06-01,1999-06-01,Sales
78940,Thodoros,Steenbeek,Assistant Engineer,1985-06-01,1991-06-01,Quality Management
78940,Thodoros,Steenbeek,Engineer,1991-06-01,1997-05-31,Quality Management
78940,Thodoros,Steenbeek,Senior Engineer,1997-05-31,1999-01-01,Quality Management
78979,Gurbir,Wolniewicz,Engineer,1988-05-03,1994-05-03,Production
78979,Gurbir,Wolniewicz,Senior Engineer,1994-05-03,1999-01-01,Production
78990,Toshiki,Engelmann,Senior Engineer,1994-07-04,1999-01-01,Production
79002,Lena,Pappas,Engineer,1985-03-19,1991-03-19,Development
79002,Lena,Pappas,Senior Engineer,1991-03-19,1999-01-01,Development
79010,Marsal,Pusterhofer,Assistant Engineer,1990-07-21,1999-07-21,Development
79010,Marsal,Pusterhofer,Engineer,1999-07-21,1999-01-01,Development
79026,Armond,Frijda,Engineer,1985-10-01,1993-10-01,Development
79026,Armond,Frijda,Senior Engineer,1993-10-01,1999-01-01,Development
79031,Morris,Arlazarov,Senior Engineer,1988-11-12,1999-01-01,Quality Management
79037,Ewing,Encarnacion,Engineer,1987-11-17,1996-11-16,Production
79037,Ewing,Encarnacion,Senior Engineer,1996-11-16,1999-01-01,Production
79041,Pranav,Barvinok,Staff,1994-05-01,1999-01-01,Human Resources
79042,Iara,Narwekar,Senior Engineer,1986-10-24,1999-01-01,Development
79049,Lijie,Besancenot,Senior Staff,2000-03-02,1999-01-01,Customer Service
79049,Lijie,Besancenot,Staff,1993-03-02,2000-03-02,Customer Service
79049,Lijie,Besancenot,Senior Staff,2000-03-02,1999-01-01,Sales
79049,Lijie,Besancenot,Staff,1993-03-02,2000-03-02,Sales
79057,Chikako,Pelc,Engineer,1994-01-14,1999-01-01,Production
79064,Kenroku,Coors,Engineer,1998-01-09,1999-01-01,Production
79072,Nevio,Cochrane,Engineer,1991-10-21,1999-10-21,Quality Management
79072,Nevio,Cochrane,Senior Engineer,1999-10-21,1999-01-01,Quality Management
79073,Almudena,Bhattacharjee,Senior Staff,1995-01-28,1999-01-01,Sales
79090,Shigenori,Rajaraman,Engineer,1985-10-09,1991-10-09,Production
79090,Shigenori,Rajaraman,Senior Engineer,1991-10-09,1999-01-01,Production
79100,Kiyotoshi,Schlegelmilch,Senior Staff,1993-10-28,1999-01-01,Finance
79100,Kiyotoshi,Schlegelmilch,Staff,1985-10-28,1993-10-28,Finance
79110,Aiichiro,Vecchi,Assistant Engineer,1993-07-28,1998-07-28,Development
79110,Aiichiro,Vecchi,Engineer,1998-07-28,1999-01-01,Development
79114,Jessie,Baranowski,Engineer,1995-11-17,1999-01-01,Production
79117,Selwyn,Coors,Senior Engineer,1985-06-14,1999-01-01,Production
79119,Navid,Maccarone,Engineer,1989-07-24,1995-07-24,Production
79119,Navid,Maccarone,Senior Engineer,1995-07-24,1999-01-01,Production
79131,Tayeb,Speer,Engineer,1996-04-29,1999-01-01,Development
79140,Huiqun,Gyorkos,Engineer,1986-03-05,1994-03-05,Production
79140,Huiqun,Gyorkos,Senior Engineer,1994-03-05,1999-01-01,Production
79145,Oscar,Domenig,Senior Staff,1992-06-26,1999-01-01,Research
79145,Oscar,Domenig,Staff,1986-06-27,1992-06-26,Research
79158,Georgi,Merro,Senior Staff,1996-04-08,1999-01-01,Human Resources
79177,Mooi,Herbst,Technique Leader,1988-12-15,1999-01-01,Development
79178,Danae,Worfolk,Engineer,1987-01-14,1992-01-14,Production
79178,Danae,Worfolk,Senior Engineer,1992-01-14,1999-01-01,Production
79183,Mingsen,Lamba,Senior Staff,1985-02-27,1999-01-01,Human Resources
79203,Gilbert,Reinhart,Senior Engineer,1989-08-18,1999-01-01,Development
79204,Juyoung,Lund,Senior Staff,1995-03-12,1999-01-01,Sales
79204,Juyoung,Lund,Staff,1986-03-12,1995-03-12,Sales
79210,Mansur,Antonakopoulos,Engineer,1986-09-19,1991-09-19,Development
79210,Mansur,Antonakopoulos,Senior Engineer,1991-09-19,1999-01-01,Development
79218,Rosita,Luce,Engineer,1998-08-10,1999-01-01,Development
79219,Yaghout,Irland,Senior Engineer,1986-05-27,1999-01-01,Production
79247,Yinlin,Beetstra,Engineer,1993-12-07,2000-12-07,Development
79247,Yinlin,Beetstra,Senior Engineer,2000-12-07,1999-01-01,Development
79251,Gennady,Taubenfeld,Senior Staff,1993-05-27,1999-01-01,Sales
79251,Gennady,Taubenfeld,Staff,1985-05-27,1993-05-27,Sales
79264,Chaosheng,Demizu,Engineer,1987-12-03,1994-12-03,Development
79264,Chaosheng,Demizu,Senior Engineer,1994-12-03,1999-01-01,Development
79265,Lokesh,Kenevan,Senior Staff,1994-08-14,1999-01-01,Research
79265,Lokesh,Kenevan,Staff,1988-08-14,1994-08-14,Research
79267,Chinhyun,Rebaine,Engineer,1986-11-12,1993-11-12,Quality Management
79267,Chinhyun,Rebaine,Senior Engineer,1993-11-12,1999-01-01,Quality Management
79285,Bingning,Lieblein,Engineer,1997-09-26,1999-01-01,Customer Service
79285,Bingning,Lieblein,Engineer,1997-09-26,1999-01-01,Production
79290,Mohit,Perelgut,Assistant Engineer,1990-08-07,1997-08-07,Development
79290,Mohit,Perelgut,Engineer,1997-08-07,1999-01-01,Development
79320,Hausi,Ramsay,Engineer,1985-04-10,1994-04-10,Production
79320,Hausi,Ramsay,Senior Engineer,1994-04-10,1999-01-01,Production
79323,Zhiwei,Feinberg,Senior Staff,1989-09-05,1999-01-01,Human Resources
79338,Boaz,Kading,Engineer,1997-05-11,1999-01-01,Production
79348,Mari,Gire,Technique Leader,1985-04-07,1999-01-01,Development
79367,Shir,Kandlur,Assistant Engineer,1992-10-30,2001-10-30,Development
79367,Shir,Kandlur,Engineer,2001-10-30,1999-01-01,Development
79369,Jianwen,Collette,Staff,1995-10-22,1999-01-01,Human Resources
79376,Faiza,Kragelund,Senior Staff,1996-11-03,1999-01-01,Customer Service
79376,Faiza,Kragelund,Staff,1988-11-03,1996-11-03,Customer Service
79390,Bernt,Shigei,Staff,1999-08-02,1999-01-01,Sales
79391,Gritta,Garnham,Engineer,1986-03-15,1993-03-15,Development
79391,Gritta,Garnham,Senior Engineer,1993-03-15,1999-01-01,Development
79401,Zvonko,Bage,Senior Staff,2001-07-07,1999-01-01,Human Resources
79401,Zvonko,Bage,Staff,1992-07-07,2001-07-07,Human Resources
79409,Kayoko,Pluym,Senior Engineer,1988-09-04,1999-01-01,Production
79411,Akemi,Beidas,Senior Staff,1998-10-24,1999-01-01,Marketing
79411,Akemi,Beidas,Staff,1992-10-24,1998-10-24,Marketing
79429,Koldo,Swab,Engineer,1996-08-28,1999-01-01,Development
79432,Younwoo,Gerteisen,Senior Staff,1996-12-31,1999-01-01,Finance
79432,Younwoo,Gerteisen,Staff,1989-12-31,1996-12-31,Finance
79434,Claudi,Byoun,Senior Engineer,1985-08-15,1999-01-01,Development
79442,Yannis,McClurg,Senior Staff,2002-02-28,1999-01-01,Sales
79442,Yannis,McClurg,Staff,1993-02-28,2002-02-28,Sales
79446,Filipe,Pettis,Technique Leader,1988-05-10,1999-01-01,Production
79449,Tonny,Stavenow,Assistant Engineer,1986-06-29,1995-06-29,Production
79449,Tonny,Stavenow,Engineer,1995-06-29,1999-01-01,Production
79463,Mizuhito,Hennebert,Senior Staff,1991-10-26,1999-01-01,Customer Service
79463,Mizuhito,Hennebert,Staff,1985-10-26,1991-10-26,Customer Service
79463,Mizuhito,Hennebert,Senior Staff,1991-10-26,1999-01-01,Sales
79463,Mizuhito,Hennebert,Staff,1985-10-26,1991-10-26,Sales
